worker_sex,request_sex,age_in_range,worker_region,request_region,worker_position,request_job,worker_time,request_time,experience_match,region_match,job_match,sex_match,time_match,score
남자,여자,0,중구,노원구,도서관 사서 보조,도서관 사서 보조,오후,종일,0,0,1,0,0,20.0
여자,남자,0,용산구,강서구,창고 정리,외국어 과외,오후,오후,0,0,0,0,1,20.0
여자,남자,1,양천구,영등포구,웹디자인 보조,미용실 보조,오후,종일,0,0,0,0,0,10.0
남자,여자,0,종로구,양천구,치킨집,고깃집,오후,종일,0,0,0,0,0,0.0
남자,남자,0,도봉구,금천구,문구점 직원,블로그 글쓰기,종일,오전,0,0,0,1,0,10.0
남자,남자,1,성북구,금천구,미용실 보조,미용실 보조,오후,종일,0,0,1,1,0,40.0
남자,여자,0,서초구,영등포구,면세점 스태프,헬스장 데스크,종일,오전,1,0,0,0,0,20.0
남자,여자,0,동작구,마포구,영상 편집 보조,영상 편집 보조,오전,오전,1,0,1,0,1,60.0
남자,남자,1,도봉구,마포구,배달,외국어 과외,오전,종일,1,0,0,1,0,40.0
남자,여자,0,금천구,강남구,리서치 조사원,방문판매,오후,종일,0,0,0,0,0,0.0
여자,여자,0,중구,강동구,수영장 안전요원,피팅모델,오전,종일,1,0,0,1,0,30.0
남자,남자,0,종로구,도봉구,건설 현장 보조,경비원,종일,오후,1,0,0,1,0,30.0
여자,여자,0,도봉구,노원구,SNS 관리,볼링장 알바,오후,종일,0,0,0,1,0,10.0
여자,여자,0,강동구,용산구,영화관 스태프,도서 정리,종일,오전,0,0,0,1,0,10.0
여자,남자,0,중구,금천구,주유소 직원,서빙,오후,오후,0,0,0,0,1,20.0
여자,남자,0,송파구,구로구,학원 보조교사,학원 보조교사,종일,오전,1,0,1,0,0,40.0
남자,남자,1,서대문구,강동구,청소 알바,PC방 알바,종일,종일,1,0,0,1,1,60.0
남자,여자,0,동작구,종로구,헬스장 데스크,헬스장 데스크,오후,종일,0,0,1,0,0,20.0
남자,남자,0,영등포구,동대문구,마사지샵 보조,도서 정리,종일,종일,1,0,0,1,1,50.0
여자,여자,1,서초구,중구,놀이공원 스태프,분식점 알바,오후,오후,0,0,0,1,1,40.0
여자,남자,1,강동구,마포구,병원 안내,피팅모델,종일,오전,0,0,0,0,0,10.0
남자,여자,0,광진구,강동구,어린이집 보조교사,아이스크림 가게,종일,종일,1,0,0,0,1,40.0
남자,남자,0,광진구,금천구,영상 편집 보조,영상 편집 보조,종일,오전,1,0,1,1,0,50.0
남자,남자,1,서대문구,성동구,뷔페,블로그 글쓰기,종일,오후,1,0,0,1,0,40.0
남자,남자,0,마포구,마포구,면세점 스태프,과외,종일,오후,1,1,0,1,0,50.0
여자,여자,0,강동구,도봉구,간병 도우미,편의점 알바,오후,종일,1,0,0,1,0,30.0
여자,남자,0,동작구,중구,샘플 배포,이벤트 스태프,종일,오후,0,0,0,0,0,0.0
여자,여자,1,금천구,서대문구,고객 응대,상품 포장,오후,오후,0,0,0,1,1,40.0
여자,여자,1,도봉구,서대문구,주차 요원,놀이공원 스태프,종일,오전,0,0,0,1,0,20.0
여자,남자,0,노원구,관악구,공장 단순노무,주차관리,오전,오전,0,0,0,0,1,20.0
여자,여자,0,강서구,노원구,전단지 배포,미스터리 쇼퍼,오후,오후,1,0,0,1,1,50.0
여자,남자,1,중구,서대문구,제과점 알바,제과점 알바,오전,오전,0,0,1,0,1,50.0
남자,남자,1,강남구,강남구,번역 알바,치킨집,종일,오후,1,1,0,1,0,60.0
여자,남자,0,종로구,강서구,물류센터,물류센터,오전,종일,0,0,1,0,0,20.0
남자,남자,1,중랑구,성동구,매장 진열,매장 진열,종일,종일,1,0,1,1,1,80.0
여자,여자,0,영등포구,성동구,호프집,호프집,오전,오전,0,0,1,1,1,50.0
여자,남자,0,동작구,서초구,노래방 알바,미스터리 쇼퍼,종일,오전,1,0,0,0,0,20.0
여자,여자,0,은평구,중랑구,서베이 조사,여행사 보조,오후,오후,1,0,0,1,1,50.0
여자,남자,1,강서구,관악구,횟집,게스트하우스 관리,종일,오후,0,0,0,0,0,10.0
여자,남자,0,마포구,영등포구,학교 급식 보조,학교 급식 보조,오후,오후,1,0,1,0,1,60.0
여자,남자,0,영등포구,관악구,논문 교정,학원 보조교사,오전,종일,1,0,0,0,0,20.0
여자,여자,0,강서구,영등포구,영상 편집 보조,프로그래밍 보조,종일,오후,0,0,0,1,0,10.0
남자,남자,0,동작구,성동구,영상 편집 보조,과외,오후,오전,0,0,0,1,0,10.0
남자,남자,0,노원구,중랑구,상품 포장,노래방 알바,종일,오전,1,0,0,1,0,30.0
남자,남자,1,영등포구,강동구,창고 정리,피팅모델,오전,오후,0,0,0,1,0,20.0
남자,남자,1,중구,구로구,콜센터,출판 보조,오후,오후,0,0,0,1,1,40.0
남자,여자,1,강북구,금천구,도서 정리,결혼식 도우미,종일,오전,0,0,0,0,0,10.0
남자,여자,1,동대문구,성동구,보안요원,유튜브 편집,오후,종일,1,0,0,0,0,30.0
여자,남자,0,강서구,성북구,번역 알바,번역 알바,오후,오전,0,0,1,0,0,20.0
여자,남자,0,동대문구,은평구,패스트푸드점,미용실 보조,오후,오후,1,0,0,0,1,40.0
남자,남자,1,도봉구,양천구,사무보조,사무보조,오후,오전,1,0,1,1,0,60.0
남자,남자,0,도봉구,성북구,통역 알바,주방보조,오전,오후,0,0,0,1,0,10.0
남자,남자,0,도봉구,강남구,병원 안내,학교 급식 보조,오후,오후,0,0,0,1,1,30.0
여자,여자,0,성북구,광진구,행사 도우미,유튜브 편집,오전,오후,1,0,0,1,0,30.0
여자,남자,1,중랑구,양천구,피팅모델,호프집,오전,종일,1,0,0,0,0,30.0
남자,여자,0,광진구,관악구,놀이방 교사 보조,놀이방 교사 보조,오전,오후,0,0,1,0,0,20.0
남자,여자,0,강남구,동대문구,택배 분류,면세점 스태프,오후,오전,1,0,0,0,0,20.0
남자,남자,0,금천구,광진구,술집,결혼식 도우미,오전,종일,1,0,0,1,0,30.0
여자,남자,0,성북구,중구,전단지 배포,호프집,종일,오전,1,0,0,0,0,20.0
여자,남자,1,도봉구,송파구,고깃집,볼링장 알바,종일,오후,0,0,0,0,0,10.0
남자,남자,0,서초구,서초구,문구점 직원,문구점 직원,오전,종일,1,1,1,1,0,70.0
남자,여자,1,성동구,동작구,서점 직원,서점 직원,오전,오전,0,0,1,0,1,50.0
남자,여자,0,서대문구,성북구,학원 보조교사,사진 촬영 보조,오전,종일,0,0,0,0,0,0.0
여자,여자,1,관악구,구로구,식품 포장,사무보조,오후,종일,0,0,0,1,0,20.0
남자,여자,0,종로구,성북구,청소 알바,아이스크림 가게,종일,오전,0,0,0,0,0,0.0
남자,여자,0,강북구,서대문구,서점 직원,서점 직원,종일,오후,1,0,1,0,0,40.0
남자,여자,0,양천구,강서구,미용실 보조,영화관 스태프,오전,오전,0,0,0,0,1,20.0
여자,남자,0,송파구,관악구,키즈카페 스태프,학습지 교사,오전,오후,0,0,0,0,0,0.0
여자,여자,1,영등포구,성동구,도서관 사서 보조,경비원,오후,오후,0,0,0,1,1,40.0
남자,남자,0,은평구,강남구,온라인 쇼핑몰 운영 보조,병원 안내,종일,오전,1,0,0,1,0,30.0
남자,남자,0,마포구,서초구,IT 개발 보조,노래방 알바,오후,오후,0,0,0,1,1,30.0
여자,여자,0,구로구,동작구,주방보조,주방보조,오전,종일,0,0,1,1,0,30.0
남자,남자,0,노원구,강동구,주방보조,제과점 알바,오후,종일,1,0,0,1,0,30.0
남자,남자,1,서초구,중랑구,횟집,횟집,종일,종일,1,0,1,1,1,80.0
여자,여자,1,강서구,강북구,서베이 조사,사무실 청소,오후,종일,0,0,0,1,0,20.0
남자,여자,1,성북구,구로구,보안요원,사무보조,오전,오후,1,0,0,0,0,30.0
여자,남자,0,양천구,강북구,서점 직원,패스트푸드점,오후,종일,0,0,0,0,0,0.0
여자,남자,0,서초구,강남구,물류센터,방문판매,오전,오전,0,0,0,0,1,20.0
여자,여자,1,서대문구,금천구,도서 정리,사무보조,오후,종일,0,0,0,1,0,20.0
여자,남자,0,송파구,용산구,약국 보조,물류센터,오후,종일,0,0,0,0,0,0.0
남자,여자,1,도봉구,강동구,영화관 스태프,콜센터,종일,오전,1,0,0,0,0,30.0
남자,남자,0,구로구,관악구,발렛파킹,여행사 보조,오전,오후,1,0,0,1,0,30.0
남자,여자,1,중구,구로구,택배 분류,택배 분류,오전,오전,0,0,1,0,1,50.0
남자,여자,0,강북구,중랑구,주유소 직원,주유소 직원,오후,종일,1,0,1,0,0,40.0
여자,여자,0,성동구,서대문구,이벤트 스태프,이벤트 스태프,오후,오전,1,0,1,1,0,50.0
여자,여자,0,강남구,서초구,수영장 안전요원,출판 보조,종일,오전,1,0,0,1,0,30.0
남자,여자,0,동작구,송파구,패스트푸드점,고깃집,오전,오전,0,0,0,0,1,20.0
남자,남자,0,노원구,용산구,주방보조,주방보조,오후,오전,1,0,1,1,0,50.0
남자,남자,0,중랑구,광진구,주유소 직원,건설 현장 보조,오전,오전,0,0,0,1,1,30.0
여자,여자,0,서초구,서초구,전화 영업,피자집,오전,종일,0,1,0,1,0,30.0
남자,남자,0,은평구,용산구,프로그래밍 보조,발렛파킹,오전,오후,0,0,0,1,0,10.0
여자,여자,0,서대문구,중구,약국 보조,미스터리 쇼퍼,종일,종일,1,0,0,1,1,50.0
남자,남자,0,강남구,송파구,제과점 알바,영상 편집 보조,오전,오후,0,0,0,1,0,10.0
여자,남자,0,동작구,서대문구,마트 계산원,어린이집 보조교사,오후,오후,1,0,0,0,1,40.0
남자,남자,0,강북구,강북구,사무보조,사무보조,오후,오후,0,1,1,1,1,70.0
여자,남자,0,용산구,강북구,병원 안내,병원 안내,오전,종일,0,0,1,0,0,20.0
남자,남자,0,금천구,영등포구,미용실 보조,사진 촬영 보조,종일,종일,0,0,0,1,1,30.0
여자,여자,1,구로구,서초구,간병 도우미,간병 도우미,오후,오후,0,0,1,1,1,60.0
여자,남자,1,관악구,중랑구,주차관리,고깃집,오후,종일,0,0,0,0,0,10.0
여자,여자,1,금천구,양천구,논문 교정,인테리어 보조,오후,오전,1,0,0,1,0,40.0
남자,여자,1,서초구,은평구,병원 안내,미용실 보조,종일,종일,0,0,0,0,1,30.0
여자,남자,0,은평구,관악구,전시회 도우미,사무실 청소,오전,오후,0,0,0,0,0,0.0
남자,남자,1,노원구,송파구,피자집,볼링장 알바,오후,오후,1,0,0,1,1,60.0
남자,여자,1,도봉구,관악구,PC방 알바,고객 응대,종일,오전,0,0,0,0,0,10.0
남자,여자,0,구로구,관악구,방문판매,결혼식 도우미,오후,오전,1,0,0,0,0,20.0
여자,남자,0,강동구,영등포구,병원 안내,고깃집,종일,종일,1,0,0,0,1,40.0
남자,여자,0,은평구,용산구,택배 분류,미스터리 쇼퍼,오전,오후,1,0,0,0,0,20.0
여자,여자,0,관악구,서대문구,SNS 관리,치킨집,오후,오후,0,0,0,1,1,30.0
남자,여자,0,성북구,서초구,카페 알바,노래방 알바,오전,오후,1,0,0,0,0,20.0
여자,남자,1,강북구,금천구,번역 알바,과외,종일,종일,0,0,0,0,1,30.0
남자,여자,0,강남구,종로구,전단지 배포,수영장 안전요원,오후,종일,0,0,0,0,0,0.0
여자,남자,0,강서구,은평구,경비원,도서관 사서 보조,종일,종일,1,0,0,0,1,40.0
남자,남자,1,용산구,성북구,서빙,청소 알바,오후,오후,1,0,0,1,1,60.0
남자,여자,0,송파구,종로구,네일샵 보조,네일샵 보조,오후,오후,1,0,1,0,1,60.0
여자,남자,0,성북구,서초구,서점 직원,번역 알바,오후,오후,1,0,0,0,1,40.0
남자,남자,0,송파구,마포구,식품 포장,피자집,오후,종일,0,0,0,1,0,10.0
남자,여자,0,용산구,노원구,수영장 안전요원,약국 보조,오전,오전,0,0,0,0,1,20.0
남자,여자,0,종로구,영등포구,인테리어 보조,놀이공원 스태프,오후,오후,0,0,0,0,1,20.0
여자,여자,1,종로구,용산구,학원 보조교사,웨딩샵 피팅 보조,오후,종일,0,0,0,1,0,20.0
여자,여자,0,중랑구,용산구,주차관리,주차관리,종일,오후,0,0,1,1,0,30.0
여자,여자,0,은평구,강서구,사무보조,미스터리 쇼퍼,오후,오후,0,0,0,1,1,30.0
여자,여자,0,관악구,용산구,네일샵 보조,술집,오전,종일,1,0,0,1,0,30.0
남자,여자,1,광진구,강동구,보안요원,물류센터,오후,종일,1,0,0,0,0,30.0
남자,남자,1,서대문구,중구,이벤트 스태프,이벤트 스태프,오전,오후,0,0,1,1,0,40.0
남자,남자,0,도봉구,노원구,청소 알바,청소 알바,종일,종일,0,0,1,1,1,50.0
여자,여자,0,강남구,중구,주방보조,피자집,종일,오전,1,0,0,1,0,30.0
여자,남자,0,성북구,동대문구,식품 포장,식품 포장,종일,오후,0,0,1,0,0,20.0
여자,남자,1,중구,구로구,호프집,호프집,오후,오전,1,0,1,0,0,50.0
남자,여자,1,구로구,중랑구,카페 알바,간병 도우미,오후,오후,0,0,0,0,1,30.0
여자,남자,0,용산구,성동구,이벤트 스태프,어린이집 보조교사,종일,오전,1,0,0,0,0,20.0
남자,남자,1,양천구,광진구,패스트푸드점,키즈카페 스태프,오후,오후,0,0,0,1,1,40.0
여자,여자,0,강북구,성북구,서빙,문구점 직원,종일,오전,0,0,0,1,0,10.0
남자,남자,1,노원구,송파구,인테리어 보조,전단지 배포,오전,종일,1,0,0,1,0,40.0
남자,여자,0,강동구,양천구,도서 정리,도서 정리,오후,오전,1,0,1,0,0,40.0
여자,남자,0,중구,성동구,도서 정리,호프집,오전,종일,1,0,0,0,0,20.0
남자,남자,0,서초구,동작구,횟집,횟집,오전,종일,0,0,1,1,0,30.0
남자,남자,0,서초구,구로구,유튜브 편집,영화관 스태프,종일,종일,1,0,0,1,1,50.0
여자,여자,0,영등포구,서초구,키즈카페 스태프,호프집,오전,오후,1,0,0,1,0,30.0
여자,남자,1,강동구,동작구,고객 응대,호프집,오전,오전,0,0,0,0,1,30.0
여자,남자,0,송파구,노원구,피팅모델,웨딩샵 피팅 보조,종일,종일,1,0,0,0,1,40.0
남자,여자,1,마포구,은평구,서베이 조사,서베이 조사,오전,오전,0,0,1,0,1,50.0
여자,남자,0,중랑구,강북구,마사지샵 보조,마사지샵 보조,오후,종일,1,0,1,0,0,40.0
여자,남자,0,광진구,도봉구,피자집,여행사 보조,오후,오전,0,0,0,0,0,0.0
여자,여자,0,서초구,구로구,전화 영업,세차장 직원,종일,종일,0,0,0,1,1,30.0
남자,남자,0,중구,영등포구,도서관 사서 보조,미스터리 쇼퍼,오전,오전,0,0,0,1,1,30.0
여자,여자,0,성동구,강남구,매장 진열,매장 진열,종일,오전,0,0,1,1,0,30.0
여자,남자,0,은평구,영등포구,콜센터,세차장 직원,종일,오후,0,0,0,0,0,0.0
여자,여자,1,강서구,구로구,학교 급식 보조,학교 급식 보조,종일,종일,0,0,1,1,1,60.0
남자,여자,0,송파구,금천구,미스터리 쇼퍼,방문판매,오전,오전,0,0,0,0,1,20.0
여자,여자,0,중구,동작구,과외,피자집,오후,오후,0,0,0,1,1,30.0
여자,여자,1,금천구,중구,횟집,횟집,오후,오후,1,0,1,1,1,80.0
남자,여자,0,중구,마포구,게스트하우스 관리,결혼식 도우미,종일,오전,1,0,0,0,0,20.0
여자,여자,0,강남구,강남구,미용실 보조,PC방 알바,종일,오전,1,1,0,1,0,50.0
여자,남자,1,중랑구,중랑구,카페 알바,여행사 보조,오후,오후,1,1,0,0,1,70.0
여자,여자,0,성동구,강남구,여행사 보조,통역 알바,오후,오후,0,0,0,1,1,30.0
여자,남자,0,강북구,중구,주유소 직원,주유소 직원,종일,오전,0,0,1,0,0,20.0
여자,여자,0,은평구,마포구,유튜브 편집,유튜브 편집,오후,오후,1,0,1,1,1,70.0
남자,여자,0,도봉구,도봉구,결혼식 도우미,물류센터,종일,오전,1,1,0,0,0,40.0
여자,여자,1,광진구,구로구,뷔페,뷔페,오후,오전,0,0,1,1,0,40.0
남자,여자,0,강북구,서대문구,마사지샵 보조,주차관리,종일,종일,0,0,0,0,1,20.0
여자,여자,0,중랑구,성북구,전자부품 조립,전자부품 조립,오전,종일,1,0,1,1,0,50.0
여자,여자,1,양천구,강북구,제과점 알바,피팅모델,종일,오전,0,0,0,1,0,20.0
여자,여자,0,강서구,중구,영상 편집 보조,영상 편집 보조,오전,오후,1,0,1,1,0,50.0
남자,여자,0,강북구,강동구,전자부품 조립,행사 도우미,종일,오후,0,0,0,0,0,0.0
여자,남자,0,동대문구,노원구,서빙,서빙,오후,오전,0,0,1,0,0,20.0
남자,남자,0,종로구,마포구,볼링장 알바,전자부품 조립,종일,오전,1,0,0,1,0,30.0
여자,여자,0,은평구,강동구,사무보조,논문 교정,종일,오전,1,0,0,1,0,30.0
여자,여자,0,금천구,종로구,사무실 청소,식품 포장,오전,종일,0,0,0,1,0,10.0
남자,남자,0,송파구,성북구,발렛파킹,발렛파킹,오전,오전,0,0,1,1,1,50.0
남자,남자,1,동대문구,중구,노래방 알바,주방보조,오후,종일,1,0,0,1,0,40.0
남자,남자,0,송파구,강남구,놀이공원 스태프,서베이 조사,오전,종일,0,0,0,1,0,10.0
여자,남자,0,강북구,중랑구,병원 접수,아이스크림 가게,종일,오후,1,0,0,0,0,20.0
여자,남자,1,광진구,성북구,고깃집,프로그래밍 보조,오전,오전,0,0,0,0,1,30.0
여자,여자,1,중구,마포구,뷔페,결혼식 도우미,오전,오전,1,0,0,1,1,60.0
여자,남자,0,서대문구,은평구,볼링장 알바,도서관 사서 보조,오전,종일,0,0,0,0,0,0.0
여자,여자,0,양천구,구로구,웨딩샵 피팅 보조,키즈카페 스태프,종일,오후,1,0,0,1,0,30.0
여자,남자,1,송파구,서초구,출판 보조,유튜브 편집,오후,오전,0,0,0,0,0,10.0
남자,여자,1,마포구,광진구,웨딩샵 피팅 보조,웨딩샵 피팅 보조,오전,오후,0,0,1,0,0,30.0
남자,여자,1,구로구,강남구,인테리어 보조,면세점 스태프,종일,종일,1,0,0,0,1,50.0
남자,여자,0,동작구,종로구,공항 안내,공항 안내,오후,오전,1,0,1,0,0,40.0
남자,남자,0,강북구,양천구,전화 영업,헬스장 데스크,종일,오전,1,0,0,1,0,30.0
남자,남자,0,구로구,강남구,유튜브 편집,제과점 알바,오후,종일,0,0,0,1,0,10.0
남자,여자,0,강동구,관악구,사무보조,고객 응대,종일,오후,0,0,0,0,0,0.0
남자,남자,1,구로구,강동구,전화 영업,놀이공원 스태프,오후,종일,0,0,0,1,0,20.0
여자,여자,0,중랑구,구로구,원어민 회화 도우미,편의점 알바,오후,오후,1,0,0,1,1,50.0
여자,여자,0,성북구,서초구,블로그 글쓰기,블로그 글쓰기,오전,오후,1,0,1,1,0,50.0
